rnbqkbr1/1pp1pp1p/p4n2/3p2p1/3PP3/6P1/PPP2P1P/RNBQKBNR b KQq - 0 6
7k/pb6/8/1p1B1p1p/3p1P2/N1P3P1/P6P/1R3RK1 b - - 1 20
7r/1pp1k3/4P3/3p4/pb1P4/N1P3P1/PP3P2/2KR4 b - - 0 20
r7/P4k1p/6pP/5p2/2P5/1p2p3/1P6/1K1R4 b - - 0 28
rn1qkb1r/p1p1pp1p/3p1np1/1p4B1/P1PP2b1/N4N2/1P2PPPP/R2QKB1R b KQkq - 4 6
r5k1/2p5/pp2N2p/8/4P3/2P2P2/PP1p2K1/R1BR3r b - - 0 29
2r5/1p2k1p1/6P1/2Pp1p2/3PpP2/p3P2P/N7/6K1 b - - 1 26
rnk4r/pp2BB1p/2p3p1/4pp2/3P3P/2P2Q2/P4n2/RN2K3 w Q - 3 19
5N2/5R2/6k1/3p4/p2Pppp1/P3PP1p/2P4K/8 b - - 5 50
2kr4/pp3p2/2b1p3/6p1/P3P2P/8/1P3PB1/1K1R4 b - - 2 19
r2k1r2/p5q1/1p2pn1p/P1p2P2/1P1P4/2P3P1/1B1N3P/R3K1NR w KQ - 1 20
rnb1kbnr/p4q2/3p1p2/NppPp3/4P2p/2P1BP1N/PP4P1/R2QKB1R b KQkq - 1 12
rn2kbnr/2q5/p4p2/3pp1p1/3PP2p/1PP2P1P/4Q1P1/RNBR2K1 b kq - 2 14
r1bqkbnr/pppppppp/8/8/3n3P/1P6/P1PPPPP1/RNBQKBNR w KQkq - 1 3
rnbqkb1r/p2p3p/Bpp1pppn/6Q1/4P3/P1N5/1PPP1PPP/R1B1K1NR b KQkq - 1 7
7r/r2kP1N1/1pp2pp1/3p4/3P3p/P7/5K2/4R3 w - - 3 24
rnbqkbnr/ppppppp1/7p/8/1P6/5P2/PBPPP1PP/RN1QKBNR w KQkq - 3 4
4k2r/1pp1bpp1/5n2/2Pp4/3Pp3/4PP2/PP4PP/2RK1B1R w k - 1 16
r1b2rk1/pppp4/2nP2pp/1B2pp2/4P2b/P1P4P/1P3P2/RNBK2NR b - - 2 12
r3k1nr/1p1p2pp/p3p3/8/4Pp1P/3P4/PP3PP1/R3KBNR w KQkq - 0 9
rn1qkb1r/2p4p/p2pp1p1/1p3p2/6b1/NQPP1N1P/PP2PPP1/2KR1B1R w kq - 0 10
6k1/3R4/pp4p1/5p2/5P2/PPP4P/4R3/6K1 b - - 2 34
rnbqkbnr/pp1p1pp1/8/2p1p1Bp/7P/3P4/PPP1PPPR/RN1QKBN1 b Qkq - 1 4
r3kb2/p3q1p1/n1p2p2/3p4/1P4b1/3Q1P2/2P1P1PP/RNB1KB1R w KQq - 1 11
r4k2/5R2/1p4p1/4P2P/1q6/1P3pP1/P4K2/8 b - - 7 33
4RQ2/6k1/8/3p3p/6p1/6PP/8/6K1 b - - 0 30
1r3rk1/p4Np1/4pp2/8/2NpP1Pp/3P3B/PPn2P1P/2R3K1 w - - 1 19
1n3k1r/3p3p/1qpN4/p3pp2/1P1PP3/7P/P5P1/2KR1R2 b - b4 0 17
1k6/p5pp/4P3/1p6/B7/4K3/P4PP1/2rq3R b - - 1 33
r5k1/p2p4/5Rp1/1p3p1p/7P/2P1p1P1/PPN1P3/2K4R b - - 1 17
r1bqkb1r/pppp1ppp/n7/4p2P/4P1n1/6P1/PPPP1P2/RNBQKBNR w KQkq - 1 5
rn1qk2r/ppp3pp/5n2/3p1pB1/1b1PP3/P1N2P2/1PP4P/R2QK3 w Qkq - 1 11
1k6/K4p1p/3NpP1P/4P3/6P1/4b3/2r5/7q w - - 2 52
r1b1r1k1/pp3Np1/2pp3p/2P2p2/1P5P/6P1/Pb4B1/1K1R3R w - - 0 20
5Q2/4k3/7p/7P/p7/P7/6p1/6K1 b - - 0 33
8/p5k1/Ppp1B3/3p4/1n1P3p/NP5P/2P1p1b1/4K1R1 w - - 1 41
8/7p/p7/2p3PP/2P5/1P3b2/P4K2/k4r2 w - - 3 47
6k1/1p4p1/4bp2/p3P2p/P1P3PP/3r4/1P1Kn3/7R w - - 7 29
r3kr2/p1p4p/8/3pp3/3P2b1/5P2/PPP4P/RN1K1R2 b q - 2 14
3r1knr/pp2N1p1/4bp2/1B2p2p/3bP3/4B2P/PP3PP1/R2QK1NR b KQ - 4 13
r4rk1/1bp2N2/p2p2pp/3P4/4p3/1N4R1/PP5P/R3K3 w Q - 0 21
1r3r1k/2p2B1p/4p3/3pPp2/2PP1P2/p5PP/R7/1R4K1 w - - 2 25
rnbqkbnr/p1p2ppp/3p4/1p2p3/1P6/P4N1P/2PPPPP1/RNBQKB1R b KQkq - 1 4
8/p5k1/6B1/2p1p3/4Ppn1/Pr3P2/1P4R1/6K1 w - - 1 33
6k1/3p2P1/3P4/p7/2b5/5p1P/1PP2K2/8 w - a5 0 31
r2k1b1r/1p2pp1p/3pb3/pBp3p1/3P4/2P2P1P/PP4P1/R1BQK1NR w KQ - 1 11
rnbqkbnr/ppp1p1pp/3p4/5p2/1P2N3/8/P1PPPPPP/R1BQKBNR b KQkq - 1 3
3qk2r/1p2pp1p/5np1/2pp2B1/2P3b1/5N1P/PP2PPP1/R2QKB1R b KQk - 0 8
rnb1kbnr/ppp3pp/3pp3/5p1q/1P1PPPQ1/6P1/P1P4P/RNB1KBNR b KQkq - 2 6
6k1/2P5/3p4/3P4/8/1K6/p7/r7 b - - 0 53
rnbqkb1r/pp2pppp/2pp4/8/PP3Pn1/8/2PPP1PP/RNBQKBNR w KQkq - 1 5
rnb4k/1ppp4/p6B/1N1Pp3/8/b1P5/PP4PP/R3KB1R w KQ - 0 15
2bqkbnr/rpppppp1/p1n5/7p/2P5/3BP3/PP1P1PPP/RNBQK1NR w KQk h5 0 5
rn1k3r/p4p1p/2p1P2b/3p3Q/1P3Pp1/3R3P/P1b3PR/2K3N1 b - - 0 16
rnbk1b2/pp6/6p1/3pp3/5P2/2P5/PP1P2PP/R1B1K1NR b KQ - 0 13
2kr1bnr/pp2ppp1/8/1B1p4/3PP2p/8/PPP2PPP/R1B1K1NR b KQ d4 0 8
rn3k1r/p1qB1ppp/3b4/1ppNp1B1/7P/P2P2P1/1PP2P2/R4R1K w - - 3 16
6k1/p7/7p/3p4/3P2P1/7P/1P3r2/4K3 b - - 0 36
3k4/1p6/1P2B1P1/7P/p7/8/6rK/8 w - - 5 48
1r1r4/q1N2kBp/2p5/1pP5/7P/3PP3/P5p1/2R1K2R w - - 0 31
r2qk1n1/p1p3p1/Rp6/3p1bN1/1n2Pp2/2N2P2/1PP3P1/3QK3 w q - 2 14
r1k5/p4n1p/1p6/2b1ppp1/4PPP1/7P/PP6/R4K1R w - - 0 21
rnb1k3/2p3p1/p4b2/1p1Ppp2/4P3/P5P1/1PP2P1P/RNB1K2R b KQq - 0 11
r1b1k1nr/1pp2pp1/2n1p3/pB1p1q1p/1b1P1B2/2N1PNP1/PPP2P1P/R2QK2R w KQkq - 6 10
6k1/4P1p1/8/1pp4p/3P2rP/5K2/P7/2R5 b - - 16 50
1k1r3r/4pp1p/1p5b/p3P2R/P2P1Pn1/8/1PP3P1/R1B1K1N1 b Q - 0 15
2b1k2r/1p3pp1/4p3/3pP1Bp/1b1P3P/2Pn1PPR/PP6/R3K1N1 w Qk - 1 16
4k3/8/4r1p1/2pB2Bp/5p2/4pP2/2P4P/4K3 b - - 9 30
rnbqkbnr/p1p2p1p/3p4/1p1Np1p1/8/4P3/PPPP1PPP/RNBQKB1R w KQkq e5 0 5
4k3/p4pp1/5n2/1p1p4/6P1/2PPp3/PP2PPBP/2KR2NR w - - 0 16
2kR3r/p4p1p/1p3n2/2p2Pp1/4p1P1/BP2K3/P6P/8 b - - 3 23
r1b1kb1r/pp3p1p/2p3p1/1B1ppP2/3PP3/1PP4N/Pn4PP/RN2K2R b KQkq - 1 11
rn1qk2r/pp6/2p3pp/2Ppp3/8/4PN1P/PP1P1PP1/R1BK3R b kq - 1 14
rnbqkb1r/1pp3pp/8/3ppp2/pP6/4PQP1/PBPP1P1P/RN2K1NR w KQkq f5 0 8
rnbk4/pp4p1/2p2n2/3Pp3/8/5pPp/PP3P1P/RNBQK2R w - - 0 18
8/1b1p2k1/1p1Pp3/p1p1P1p1/PrP3P1/1P6/4K3/8 w - - 40 64
1k1r3r/pp3p1P/2p5/3Pp3/1P2nN2/P7/2Kb1P2/R6R b - - 0 21
rn1qkbnr/ppp1pppp/8/5b2/3p4/P1NP2P1/1PP1PP1P/R1BQKBNR b KQkq - 0 4
1nbqkb1r/1p2pppp/r1p2n2/p2p4/3PP1P1/8/PPP2P1P/RNBQKBNR w KQk d5 0 6
3r4/BB3Qp1/3k1n1p/p4p2/5P2/1p6/1PP1K1PP/R6R w - - 4 30
5R2/p5k1/8/1p2N2p/1P4p1/4P1PP/P3K3/8 w - - 2 32
2r3k1/3p1n2/1p1Pp1p1/5P1p/P3b3/1P5P/8/K1R5 b - - 0 26
6k1/8/2p5/4Pp2/2P5/8/8/5K2 b - - 0 35
2Q5/6pp/8/3P1p2/8/5kP1/P7/6K1 b - - 0 34
rnbqkbnr/pppp3p/8/3Nppp1/8/PP6/2PPPPPP/R1BQKBNR w KQkq e5 0 5
r3r1k1/pp3p1p/6p1/2Ppp1P1/Q5b1/4P2B/PP1P4/R1B1K3 w Q - 1 13
5Q2/8/6k1/3p3p/2pP3P/8/2P1p3/4K3 b - - 0 40
2kr2nr/p4pp1/1p6/4p2p/1b1P1P2/8/PPPBN1PP/R3K2R w KQ - 4 11
6k1/8/3p4/4p3/b1P1P3/8/7K/8 b - - 15 37
r1b4r/p1pp1k1p/5P1b/4p3/1P1PP1n1/8/P5PP/1K1R2R1 b - - 4 16
1k6/5p2/5P1p/p5p1/P2n4/8/8/8 w - - 0 43
6k1/2r1b1p1/p1P5/P3p2p/1p1pPP1P/1P1P2Kb/8/R6r b - - 8 29
r2k1b1r/pp3ppp/8/1B2p3/8/8/PP1P1PPP/2R1K1NR b K - 0 10
4r3/R4p2/k5p1/7p/8/2P5/1P4P1/5K2 b - - 3 26
5rk1/pp5p/3pbPp1/2pB4/1P3n2/8/P1P3PP/R3K2R w KQ - 1 24
r1b1kbnr/pp2p1pp/3p1p2/q1p1N3/1P1nP3/5NP1/P1PP1P1P/R1BQKB1R b KQkq b4 0 7
8/7k/1p2N2P/4pp2/4P3/8/P7/6K1 w - - 0 39
r7/ppp1P3/8/1P6/3b4/P3nRp1/7p/6kK b - - 0 47
8/8/8/p2k4/P7/4Q3/8/K7 w - - 9 43
r1b1k1nr/pppp1ppp/2n5/4p2q/1b1PP1P1/P1N2N2/1PP2P1P/R1BQKB1R b KQkq - 0 7
2k5/p2n4/2p3p1/1PPp4/3P4/4P1P1/3K4/RN5r b - - 2 22
r2qkbnr/ppp1pppp/n7/3p1b2/8/2N1P3/PPPPKPPP/R1BQ1BNR w kq - 2 4
rnbqkb1r/pp1pppp1/8/2p4p/5P2/PP6/R1PP2PP/1NB1KBNR w Kkq - 0 7
1k4r1/5NP1/Np6/8/3Pp2p/7P/PPP5/6K1 b - - 3 34
5k2/1p4p1/3rB2p/5p2/p2RpPP1/P3P2P/2P5/6K1 b - - 1 27
3r1k2/1p6/3p1Np1/2pP1pP1/2P2P1p/P3p2P/1P2P1B1/1K1R4 b - - 3 24
rnbqkbnr/pppp1ppp/8/8/4p1P1/5N1P/PPPPPP2/RNBQKB1R b KQkq - 1 3
2k5/8/p5p1/P5Pp/5p1P/5P2/4K3/8 b - - 70 73
r3k1nr/pp4p1/3bpp1p/3p4/3P2b1/2P2N1P/PPnKPPP1/1RBQ1B1R w kq - 1 10
3r3k/p7/P3Bp1p/4bP2/1P6/6P1/4p3/2R3K1 w - - 1 33
8/6p1/1p3p2/6k1/p6R/8/2P5/6K1 w - - 4 35
k2r4/P7/4p3/3pP2p/3P2rP/1pp2p2/2P2Kp1/R5Q1 b - - 1 37
r2qk1nr/ppp3p1/2n2p2/1B1pp3/1b4b1/2N1PQ2/PPPP1P1P/R1B1K1NR w KQkq - 0 9
rnbqkb1r/ppp3pp/5p1n/2Ppp3/8/NP3N2/P2PPPPP/R1BQKB1R w KQkq - 2 6
r3kb1r/p3p2p/2p1Ppp1/1p1p4/3P3P/2PQ4/PP1N1P2/R3K3 b Qkq - 1 11
r4k1r/ppp2B2/8/3p2p1/8/P3P2p/1P6/2R2KR1 b - - 0 21
r2k1b1r/1p2pp1p/2n1b3/3pP1p1/1P1P2P1/P7/2P1QP1P/R3K1NR w KQ - 1 14
r2Rkbnr/pp4pp/4p3/3p1p2/6P1/5N1P/PP1PPP2/4KB1R b K - 7 11
2kr1bnr/pp1ppp1p/8/6p1/8/8/PPPPPPPP/R1BQKBNR w KQ - 1 4
r2qkbnr/pp2p3/5pp1/7p/3P4/P5P1/2P2P1P/RNBQK2R w KQkq - 0 11
r1k2r2/p2p4/3P2pp/1P2p3/1n2PB1P/3R2P1/P1b2P2/2K3NR b - - 2 26
r1b2k1r/pp1B2pp/n1p2p2/3p2N1/Q1P2Pn1/1qN3P1/PP2P2P/R4K1R b - - 2 16
rq4k1/4P2p/2p3p1/3p4/3P2P1/8/PPP2K2/R3r3 b - - 0 23
3K4/3k3p/7P/2p5/2P2p2/4qP2/8/8 b - - 43 52
rn1qkbnr/2p1pppp/8/pp1p1bN1/5Q2/3P4/PPP1PPPP/RNB1KB1R b KQkq - 3 5
1k2r1R1/p4p2/2p4p/3p4/Pb1P4/5P2/1P5P/2RK4 w - - 0 26
rnb1kb1r/pp1p2p1/2pP1n1p/q3ppB1/2P5/2N1PP1P/PP4P1/R2QKBNR w KQkq - 0 10
rnb1kbnr/p1pqpppp/1p6/3p4/Q7/2P4N/PP1PPPPP/RNB1KB1R w KQkq - 2 4
r3k1nr/pp2pp2/6pp/2ppb2P/4P1b1/1NPP1P2/PP4P1/R1B1KBNR b KQkq e4 0 11
rnbq1bnr/pppkpppp/8/3p4/2P5/7Q/PP1PPPPP/RNB1KBNR b KQ - 3 3
r2qk2r/1p5p/n1p2ppn/P1b1p3/3PPP1P/8/2P1B1P1/RNB1K3 w Qkq - 1 15
r4r2/1b1p1Bk1/p1pP2P1/Pp2p2p/2P1Pp2/5R1P/1PnQ4/1N4K1 b - - 0 28
5rk1/1p1q3p/1Qp2ppn/3pp1B1/3PP3/5P2/r2N2P1/R3KBNR w - - 1 17
r2R3r/1p3k2/8/2n4p/P3n3/b1P2P1P/6P1/1K2R3 w - - 1 27
4Rk2/1pp5/6p1/1P6/2P2p2/p7/P1r4P/3K4 b - - 9 46
1k1r3r/5p1p/7b/1p1Bp3/5Pp1/P1N1P3/1P1p2PP/1K1R3R b - - 1 19
r5k1/pbpp2p1/1p4N1/1B2p3/1b3P2/1P2P3/PBPPn2K/R7 w - - 10 19
5rk1/3nb1p1/b1p2p2/1P1ppP2/3PP2p/6PP/2PNN3/3R2K1 b - - 2 22
rnbqkbnr/3ppppp/pp6/2p5/7P/2P2NP1/PP1PPP2/RNBQKB1R b KQkq - 1 4
5Q2/1k6/7p/7P/8/p5P1/P7/3B2K1 w - - 1 39
8/4k3/1p2N1pp/3pp3/p2PP3/P2b1P1P/1P6/4bR1K w - - 0 27
rn2kb1r/p1q1pppp/3p1n2/1pp3B1/6bP/2PP1N2/PP2PPPR/RN1QKB2 w Qkq - 2 7
7Q/4R3/8/3B4/8/8/2k5/6K1 b - - 0 45
1r2k3/1pp3p1/p1npb3/5p2/2B5/P3P1P1/1PP2P1P/RNB1K2R b KQ - 2 11
8/5Q2/8/8/8/8/3k4/2K5 w - - 67 70
3Q4/6k1/2p2p1N/2P5/5K2/1n5P/8/3n4 b - - 0 43
rnbqkb1r/pp3pp1/4pn2/3p3p/2p2Q2/3PP1PB/PPP2P1P/RNB1K1NR b KQkq - 1 7
4kb1r/3p2p1/p7/2p1pp2/3PP3/5P2/P1P4P/4KBNR w Kk - 0 11
rnbqkb1r/ppppp1pp/5p2/7n/P7/4P2P/1PPP1PP1/RNBQKBNR w KQkq - 0 4
3rkb1r/p3ppp1/1p1p1n2/7P/2P1PPb1/PPB4B/2n2K2/R2Q2NR b k - 1 20
r1b1k2r/pp3p2/2p3pP/1B1pp1q1/Pn1PP3/4nP2/1PP1Q3/RN2K1R1 b Qkq - 2 14
r2k3r/ppp2p1p/5Qp1/3p4/4P1b1/3P4/2P3PP/RN2KB1R b KQ - 5 14
rnb1kb1r/p4ppp/8/1pppp3/3P1P2/2P5/PP2P1P1/RNB1KBNR w KQkq - 0 8
rnbr2k1/4q3/1pp2p2/1B1pp1p1/3PP2p/PN3P1P/2Q1N1P1/R3R1K1 b - - 1 18
1k5r/1p6/p7/P1p1pp2/R2pPPp1/3P2PB/1P5P/4R1K1 b - - 3 20
rnbqkbnr/ppp3pp/8/3ppp2/P1P5/6PP/1P1PPP2/RNBQKBNR b KQkq - 0 4
r1b1k3/p6p/8/3pp3/8/6P1/PP1P1P1P/R1BqNK1R b q - 4 17
r2qkbnr/ppp3p1/n4p2/3pp3/1P1P4/4P3/P1P2PPP/RN2KBNR w KQkq - 0 9
8/1p3k2/1P3P2/8/p7/P7/3b4/3K4 b - - 32 61
R3b2k/7P/1pR5/3p1B2/3P4/8/P5rK/8 w - - 62 68
r1bqkb1r/1ppppppp/2n5/pB6/3PPnP1/5P2/PPP4P/RNBQK1NR w KQkq - 3 6
1r6/p1p1pk1p/4N2b/5p2/PP6/7P/2P2PP1/K7 b - - 1 21
rnbqk1nr/ppppppbp/6p1/4P3/7P/8/PPPP1PP1/RNBQKBNR b KQkq h4 0 3
8/7k/5p1P/2pPp1p1/2P1q3/P4R2/3R4/6K1 b - - 6 34
1rb1r1k1/pp1p1ppp/2p5/Q3Pn2/2P2P2/6P1/P2P3P/5RK1 b - - 0 14
3N2k1/8/7p/4b3/8/7P/8/1K6 w - - 4 47
1Q6/8/7p/p7/7P/8/3p3k/3R2K1 w - - 3 52
r1b1kb1r/ppp1pppp/2np1n2/6B1/2P3q1/2NP1N2/PP2PPPP/R2QKB1R b KQkq - 6 6
8/4p3/p3PP1R/2r1k3/8/PP6/5K2/3q4 w - - 0 35
3k4/5p2/6pb/3pp3/1n2P3/P6P/3P2P1/1R3K1R b - - 0 19
r2k4/p1R2p2/b7/2ppb3/1PP2P2/8/P5P1/1K2R3 w - - 6 26
rnb1kbnr/ppq4p/4p3/2ppPppP/1P1P4/2P2P2/P5P1/RNBQKBNR w KQkq - 0 10
rn3bnr/pp1p1p1p/2p1p3/6p1/8/3P4/PPP1PPPP/RNB1KBNR b KQkq - 0 4
rnbqkbnr/p1pppp2/7p/1p2P1pQ/2P5/8/PP1P1PPP/RNB1KBNR b KQkq - 1 4
r1bqkbnr/p1p1pp1p/8/1p4p1/3P2P1/1PN5/P1n1PPBP/R1BQ1KNR b kq - 0 8
rnb1k1nr/p1pp1ppp/4p3/6q1/8/4PP1P/1PPP2P1/RNBQKBNR b KQkq - 0 5
6k1/pp6/3P1pp1/4p2p/4P3/8/PP2r3/3K4 b - - 6 34
rnbqkbnr/p2p1p1p/1pp5/1B2p3/3PPPp1/6P1/PPP4P/RNBQK1NR b KQkq d4 0 6
5rk1/pp2p2p/4P1p1/3P3P/6P1/8/P4p1K/3Rr3 b - - 0 32
r2qk1nr/1p4p1/p1p4p/3P1pP1/8/5P2/P1Q1p2P/RNB1K1R1 w Qkq - 0 16
r1bqkb1r/1p3pp1/p3pn1p/2ppP1B1/3P4/P1N4P/1PP2PP1/R2QKB1R b KQkq - 1 9
1k2r3/p3P1pp/1p6/P1P2p2/5P2/RP6/1br4P/1K6 w - - 0 32
r3kb1r/1pq1p1pp/2n2p1n/p1ppP3/1P1P4/5P2/P1P3P1/RNBQKBNR w KQkq - 1 9
3r4/1pp5/5pRk/pP3b1p/P6P/5Rn1/2P3P1/4K3 b - - 14 31
7k/8/5ppp/8/p7/3N2PP/8/6K1 w - - 0 37
5r2/p3nk2/7p/3pp3/P3P3/5PN1/2N5/R5K1 w - - 0 23
6k1/2K5/4P3/7p/3b3P/3q4/8/8 b - - 11 58
rnbqkb1r/ppp2ppp/4pn2/3p4/3PPPP1/P7/1PP4P/RNBQKBNR w KQkq - 0 6
rnbqkb1r/1ppppp1p/p5pn/3Q4/2P5/4P2P/PP1P1PP1/RNB1KBNR w KQkq - 0 6
rnbqkbnr/ppp2ppp/4p3/3p4/7P/N3P3/PPPP1PP1/R1BQKBNR w KQkq - 0 4
2r2r2/1R3P2/7p/7P/p2Pp3/4P1p1/6P1/1K3R2 b - - 0 37
rnb1kbnr/p4ppp/4p3/Qppp4/2PP4/8/PP2P1PP/RNB1KBNR b KQkq - 1 6
8/8/p1k4p/P1K4P/5p2/1b3P2/8/8 b - - 7 48
2k5/pp4p1/8/2pK1r2/8/2N3P1/PP2p3/R7 w - - 2 26
r1bqkbnr/pp1p1p1p/2p1p3/1B4p1/Pn2PP1P/8/1PPP2P1/RNBQK1NR w KQkq - 0 6
r1k4r/pp6/1np3pp/2P1p3/3P1B2/5P2/P5P1/1R2K3 w - e5 0 22
8/8/3R3p/1k5P/4p1p1/4BpP1/5K2/8 b - - 12 70
r2k1b2/pp3pp1/3p4/2P1p1B1/8/3P1P2/PP2P1P1/R3KB2 b Q - 1 12
6r1/1p1k1pBp/r7/3p4/P3P3/2P5/1P4P1/1K1R4 b - - 0 17
3k4/2KP4/8/p6p/P6P/8/6r1/8 b - - 55 67
rn1qkb1r/1p3ppp/p4n2/2pp2B1/P3p1b1/2NPPNPB/1PP2P1P/R2QK2R b KQkq - 0 8
